source	candidate	gene_or_target	compound	call	pass_count	failed_gates	reachable_modality	direct_or_foundation_or_response	cross_disease_state	ms_anchor	genetic_or_target_resolution	prior_not_blocked	safety_direction_clear	source_not_demoted	score	blocker_text	mechanism	modality	direction
wave83_modality_class	ppar_lxr_lipid_nuclear	PPAR		NO_MODALITY_FIRST_CANDIDATE	3	cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	True	False	False	False	False	6.8	Already demoted in Wave19 for mixed/negative local signal and saturated PPAR/LXR autoimmune/metabolic prior art. NO_GO cross_disease_cellstate;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels 	PPAR/LXR/RXR lipid nuclear receptors	approved PPAR agonists and preclinical LXR agonists exist; RXR agonists are pleiotropic	activate lipid efflux / repair programs, but avoid broad metabolic and lipogenic toxicity
wave83_modality_class	P2RX7_PURINERGIC_STRATIFICATION	P2RX7		NO_MODALITY_FIRST_CANDIDATE	3	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	True	False	False	False	False	False	6.7	biochemistry and cell-state support exist, but target-level validation is missing PARK_P2RX7_STRATIFICATION_NEEDS_TARGET_LEVEL_DATA ms_anchor;genetic_or_target_resolution;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels 	P2RX7/NLRP3/IL1B purine-danger module	P2RX7 antagonist or purine-high biomarker stratification	antagonize P2RX7 only in purine/inflammasome-high subset
wave83_modality_class	EPHX2_SEH_OXYLIPIN_RATIO	EPHX2		NO_MODALITY_FIRST_CANDIDATE	3	cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	True	False	False	False	False	True	False	6.5	available data do not resolve an EPHX2-specific mechanism over generic lipid/inflammatory disturbance NO_GO cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional 	soluble epoxide hydrolase inhibition to preserve epoxy-fatty acids	small-molecule EPHX2/sEH inhibitor	inhibit EPHX2 only if EpFA:diol disease ratio is demonstrated
wave83_modality_class	P4HB_TARGETABILITY	P4HB		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	False	True	False	False	False	True	False	6.1	insufficient target-level convergence after strict gates NO_GO_TARGETABILITY_SHORTLIST_NODE ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	P4HB targetability shortlist route	chembl_enzyme_but_broad_er_redox	target-specific modulation unresolved
wave126_l1000_reversal	BRD-K05197617	NAN	BRD-K05197617	NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	True	True	False	False	False	True	False	6.0	known_target;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	CARMIL1	CARMIL1		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	True	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	JAK2	JAK2		NO_MODALITY_FIRST_CANDIDATE	3	cross_disease_state;ms_anchor;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	False	True	False	False	False	6.0	JAK/IFN broad immunosuppression/prior art NO_REOPEN_BLOCKED_BRANCH JAK/IFN broad immunosuppression/prior art nan nan nan True  |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | closed_jak_comparator_family |  |  |  |     NO_REOPEN_BLOCKED_BRANCH JAK/IFN broad immunosuppression/prior art NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	PRDM1	PRDM1		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	True	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	PTGES3	PTGES3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;safety_direction_clear	False	True	False	False	False	True	False	True	6.0	nan nan perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave83_modality_class	TNFRSF1A_DAMPING	TNFRSF1A		NO_MODALITY_FIRST_CANDIDATE	3	cross_disease_state;ms_anchor;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	False	True	False	False	False	6.0	TNFRSF1A/TNF perturbation is genetically broad but MS direction is unsafe because TNF blockade can worsen demyelinating biology; local MS expression is negative. NO_GO_PERTURBATION_FIRST_PIVOT cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels TNF_axis_prior_art_and_MS_paradox_risk nan TNF-axis prior art and MS paradox risk True TNF_axis_prior_art_and_MS_paradox_risk |  | weak_reachability;manual_or_prior_blocker;prior_branch_closed:tnf_axis_ms_paradox_and_safety_blocker | tnf_axis_ms_paradox_and_safety_blocke	modulate TNFR1/TNF pathway output without worsening demyelination	small molecule or genetic perturbation depending on route	modulate TNFR1/TNF pathway output without worsening demyelination
wave126_l1000_reversal	BRD-A01643550	NR3C1	prednisolone-acetate	NO_MODALITY_FIRST_CANDIDATE	3	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	True	False	False	False	False	False	5.0	not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO high-risk cytotoxic/steroid/stress compound NO_GO 	Glucocorticoid receptor agonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K82109576	TUBB	vincristine	NO_MODALITY_FIRST_CANDIDATE	3	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	True	False	False	False	False	False	5.0	not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO high-risk cytotoxic/steroid/stress compound NO_GO 	Tubulin inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	CTSD	CTSD		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	True	False	True	False	False	True	False	5.0	cathepsin/lysosomal protease route prior audited and nonspecific NO_REOPEN_INSUFFICIENT_CONVERGENCE cathepsin/lysosomal protease route prior audited and nonspecific 			
wave81_perturbation_first	ETV7	ETV7		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	False	True	False	False	False	True	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor |  | weak_reachability;no_strong_ms_anchor |  | insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	HEXA	HEXA		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;safety_direction_clear	False	True	False	False	False	True	False	True	5.0	nan nan perturbation/model support exists but critical MS/genetics/modality/direction gates fail 			
wave81_perturbation_first	HEXB	HEXB		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;safety_direction_clear	False	True	False	False	False	True	False	True	5.0	nan nan perturbation/model support exists but critical MS/genetics/modality/direction gates fail 			
wave81_perturbation_first	PLEK	PLEK		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	False	True	False	False	False	True	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 		candidate modality channel	
wave126_l1000_reversal	BRD-A72596465	PPARA	GW-6471	NO_MODALITY_FIRST_CANDIDATE	3	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	True	False	False	False	False	False	4.0	selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO_PRIOR generic/prior-art inflammatory target PPARA NO_GO 	PPAR receptor antagonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K36529613	HSP90AA1	PU-H71	NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	False	True	False	False	False	True	False	4.0	selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO oncology/cell-cycle/stress target HSP90AA1 NO_GO 	HSP inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	CD274	CD274		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	True	True	False	False	False	True	False	4.0	prior global survivor audit marked a blocked branch NO_REOPEN_BLOCKED_BRANCH prior global survivor audit marked a blocked branch nan nan nan True  |  | no_strong_ms_anchor;manual_or_prior_blocker |  | no_strong_ms_anchor;manual_or_prior_blocker |  | insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 1882 |  |  |  |     NO_REOPEN_BLOCKED_BRANCH prior global survivor audit marked a blocked branch NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	PTPN11	PTPN11		NO_MODALITY_FIRST_CANDIDATE	3	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	True	False	True	False	False	False	True	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 		candidate modality channel	
wave81_perturbation_first	ADAR	ADAR		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	BIRC2	BIRC2		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	BRD9	BRD9		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	CASP7	CASP7		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	CD80	CD80		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;cross_disease_state;ms_anchor;prior_not_blocked;source_not_demoted	False	True	False	False	True	False	True	False	3.0	costimulation blockade prior art; abatacept MS trial failed NO_REOPEN_BLOCKED_BRANCH costimulation blockade prior art; abatacept MS trial failed nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:costimulation_axis_prior_art_and_systemic_safety | costimulation_axis_prior_art_and_systemic_safety | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:costimulation_axis_prior_art_and_systemic_safety | costimulation_axis_prior_art_and_systemic_safety | closed_costimulation_comparator |  |  |  |     NO_REOPEN_BLOCKED			
wave81_perturbation_first	CRKL	CRKL		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	DRAP1	DRAP1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	DTX3L	DTX3L		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	EHF	EHF		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	GUK1	GUK1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	HERC6	HERC6		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	HLX	HLX		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ID2	ID2		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	3.0	nan nan candidate lacks direct perturbation or model support 			
